college_id,college_name,location,ranking,type,specializations_offered,average_cutoff_gre,average_cutoff_gate,average_cutoff_gmat,average_cutoff_sat,average_cutoff_toefl,average_cutoff_ielts,average_cutoff_gpa,tuition_fee_per_year,financial_aid_offered,application_deadline,program_duration,acceptance_rate,faculty_count,student_to_faculty_ratio,research_output,alumni_network_strength,campus_facilities,international_student_support,internship_opportunities,placement_rate,average_starting_salary,research_funding,industry_connections,accreditation,extracurricular_opportunities,housing_availability,preferred_countries,notable_alumni,program_language
857,College_857,"Tokyo, Japan",61,Public,Artificial Intelligence,306,60,657,1439,113,6.4,3.35,38738,No,"December 19, 2024",4 years,48,120,12:1,High,Strong,"Dorms, Labs",No,Yes,74,71918,$79M annually,No,ABET,"Sports, Music",No,India,Alumni_3,French
858,College_858,"California, USA",83,Public,Data Science,302,60,740,1432,111,7.6,3.09,27960,Yes,"December 9, 2024",2 years,34,358,13:1,Low,Strong,"Dorms, Labs",Yes,Yes,92,85160,$28M annually,No,ABET,"Sports, Clubs, Hackathons",Yes,Germany,Alumni_44,German
859,College_859,"Tokyo, Japan",65,Public,Data Science,304,51,627,1210,83,7.2,2.82,50908,Yes,"December 25, 2024",1 years,82,220,8:1,Medium,Strong,"Dorms, Labs",Yes,Yes,53,90519,$52M annually,Yes,ABET,"Sports, Music",Yes,Germany,Alumni_97,German
860,College_860,"Mumbai, India",235,Public,Machine Learning,325,89,616,1326,88,7.1,3.15,11434,No,"December 22, 2024",3 years,62,491,11:1,Low,Weak,"Libraries, Sports fields",Yes,No,58,146628,$94M annually,No,ABET,"Clubs, Music",No,India,Alumni_32,German
861,College_861,"London, UK",113,Public,Cyber Security,302,67,708,1446,97,8.5,3.91,45698,Yes,"December 6, 2024",3 years,18,474,20:1,High,Medium,"Libraries, Sports fields",No,No,94,54720,$36M annually,No,ABET,"Clubs, Music",No,USA,Alumni_19,Mandarin
862,College_862,"Tokyo, Japan",107,Public,Data Science,314,58,776,1204,89,7.3,3.98,57203,No,"December 10, 2024",3 years,22,109,17:1,Medium,Strong,"Libraries, Sports fields",No,Yes,86,58757,$82M annually,No,None,"Clubs, Music",Yes,Germany,Alumni_2,Mandarin
863,College_863,"Sydney, Australia",96,Public,Cyber Security,320,53,601,1383,115,8.0,3.9,39790,No,"December 11, 2024",2 years,64,129,20:1,Medium,Medium,"Libraries, Sports fields",No,Yes,95,112151,$16M annually,No,ABET,"Sports, Music",Yes,Australia,Alumni_6,English
864,College_864,"California, USA",35,Private,Data Science,336,90,698,1301,94,6.8,2.89,30421,No,"December 23, 2024",2 years,85,428,20:1,Low,Medium,"Recreational Centers, Labs",Yes,Yes,80,149301,$12M annually,Yes,None,"Sports, Clubs, Hackathons",Yes,India,Alumni_41,Mandarin
865,College_865,"Berlin, Germany",208,Public,Cyber Security,311,88,710,1213,91,6.0,2.7,25494,Yes,"December 8, 2024",4 years,51,372,12:1,Low,Weak,"Labs, Libraries, Sports facilities",Yes,Yes,99,65363,$53M annually,No,ABET,"Clubs, Music",No,India,Alumni_84,French
866,College_866,"California, USA",86,Public,Data Science,317,69,760,1465,81,8.2,2.54,30253,No,"December 29, 2024",2 years,45,472,8:1,High,Strong,"Libraries, Sports fields",Yes,Yes,80,148378,$47M annually,No,None,"Sports, Clubs, Hackathons",No,India,Alumni_97,French
867,College_867,"Sydney, Australia",168,Private,Data Science,312,51,800,1366,106,6.5,2.58,46526,Yes,"December 16, 2024",3 years,88,418,15:1,High,Medium,"Labs, Libraries, Sports facilities",No,Yes,67,89395,$17M annually,No,ABET,"Sports, Clubs, Hackathons",Yes,Germany,Alumni_94,Japanese
868,College_868,"London, UK",200,Private,Mechanical Design,291,75,720,1520,100,7.5,3.1,29407,Yes,"December 25, 2024",3 years,24,202,14:1,Low,Weak,"Dorms, Labs",Yes,Yes,74,147009,$71M annually,Yes,ABET,"Sports, Music",No,Japan,Alumni_90,Mandarin
869,College_869,"Berlin, Germany",109,Private,Robotics,304,56,742,1560,98,7.8,3.81,18480,Yes,"December 25, 2024",2 years,10,215,5:1,Medium,Weak,"Recreational Centers, Labs",Yes,No,68,94994,$99M annually,Yes,ABET,"Clubs, Music",Yes,India,Alumni_7,English
870,College_870,"London, UK",72,Public,Machine Learning,329,58,770,1494,118,6.8,2.99,17959,Yes,"December 6, 2024",2 years,14,474,7:1,High,Weak,"Dorms, Labs",No,No,93,130765,$35M annually,Yes,None,"Clubs, Music",No,Australia,Alumni_25,Mandarin
871,College_871,"Mumbai, India",175,Public,Artificial Intelligence,331,60,784,1386,107,7.0,3.39,58074,No,"December 24, 2024",3 years,36,130,16:1,Medium,Strong,"Dorms, Labs",Yes,Yes,56,57586,$42M annually,Yes,None,"Sports, Clubs, Hackathons",No,USA,Alumni_8,German
872,College_872,"California, USA",87,Public,Robotics,332,80,785,1596,89,8.8,2.86,29126,No,"December 20, 2024",4 years,70,85,15:1,High,Strong,"Labs, Libraries, Sports facilities",No,Yes,70,119683,$52M annually,No,None,"Clubs, Music",No,Germany,Alumni_34,French
873,College_873,"Sydney, Australia",124,Private,Machine Learning,329,56,772,1557,115,8.5,3.37,52747,No,"December 21, 2024",2 years,33,112,15:1,Low,Weak,"Labs, Libraries, Sports facilities",Yes,No,52,78815,$47M annually,No,None,"Clubs, Music",No,India,Alumni_14,French
874,College_874,"Mumbai, India",4,Public,Mechanical Design,299,88,783,1438,90,8.7,3.89,17355,Yes,"December 8, 2024",3 years,64,210,5:1,Low,Medium,"Libraries, Sports fields",No,No,84,116231,$25M annually,No,None,"Sports, Clubs, Hackathons",Yes,Australia,Alumni_52,English
875,College_875,"Mumbai, India",22,Private,Data Science,337,74,746,1500,89,7.8,3.87,34368,Yes,"December 27, 2024",3 years,26,263,19:1,Medium,Medium,"Recreational Centers, Labs",Yes,Yes,77,59155,$96M annually,No,None,"Clubs, Music",No,Japan,Alumni_32,French
876,College_876,"California, USA",197,Public,Cyber Security,337,72,800,1513,115,8.4,2.94,58238,Yes,"December 26, 2024",1 years,43,316,5:1,High,Medium,"Libraries, Sports fields",No,No,86,123573,$98M annually,Yes,ABET,"Sports, Music",No,USA,Alumni_30,Hindi
877,College_877,"Mumbai, India",207,Public,Robotics,302,85,672,1557,93,7.8,3.81,41902,No,"December 14, 2024",1 years,13,235,19:1,Medium,Medium,"Recreational Centers, Labs",No,Yes,73,144069,$98M annually,Yes,ABET,"Sports, Music",Yes,India,Alumni_57,Mandarin
878,College_878,"Sydney, Australia",262,Private,Mechanical Design,339,80,721,1274,92,7.0,3.48,49360,Yes,"December 14, 2024",2 years,13,489,10:1,High,Medium,"Dorms, Labs",Yes,No,83,122055,$97M annually,No,None,"Clubs, Music",No,Australia,Alumni_90,Japanese
879,College_879,"Tokyo, Japan",197,Public,Machine Learning,313,67,641,1499,112,7.1,2.53,26594,No,"December 10, 2024",4 years,45,50,5:1,Medium,Medium,"Labs, Libraries, Sports facilities",Yes,Yes,92,112451,$20M annually,No,ABET,"Clubs, Music",No,Germany,Alumni_59,Mandarin
880,College_880,"Sydney, Australia",268,Private,Mechanical Design,338,58,757,1270,82,6.4,3.68,53082,No,"December 15, 2024",1 years,78,361,9:1,Low,Strong,"Libraries, Sports fields",Yes,No,94,61771,$92M annually,No,ABET,"Sports, Music",No,Australia,Alumni_8,German
881,College_881,"California, USA",14,Public,Artificial Intelligence,310,86,637,1281,99,6.4,3.04,25305,No,"December 22, 2024",4 years,66,272,13:1,Medium,Medium,"Dorms, Labs",No,No,69,123141,$16M annually,No,None,"Sports, Music",No,Australia,Alumni_11,English
882,College_882,"Mumbai, India",134,Public,Robotics,315,96,774,1439,110,6.3,2.64,24351,Yes,"December 5, 2024",2 years,37,305,8:1,Medium,Weak,"Libraries, Sports fields",No,No,84,102264,$40M annually,No,None,"Sports, Clubs, Hackathons",Yes,India,Alumni_22,Japanese
883,College_883,"Tokyo, Japan",192,Public,Robotics,330,50,620,1361,83,6.8,2.95,43717,No,"December 9, 2024",4 years,69,313,18:1,Medium,Medium,"Libraries, Sports fields",No,No,76,104766,$17M annually,No,None,"Sports, Clubs, Hackathons",Yes,Japan,Alumni_66,Hindi
884,College_884,"London, UK",154,Private,Robotics,324,87,624,1563,99,8.1,3.75,44895,No,"December 8, 2024",4 years,11,54,11:1,High,Strong,"Recreational Centers, Labs",No,No,93,87429,$70M annually,No,ABET,"Sports, Clubs, Hackathons",Yes,India,Alumni_24,Japanese
885,College_885,"Mumbai, India",8,Public,Data Science,302,67,651,1257,111,7.4,3.94,32533,No,"December 7, 2024",4 years,42,96,14:1,Low,Weak,"Dorms, Labs",No,No,94,123444,$74M annually,No,ABET,"Clubs, Music",No,Japan,Alumni_25,Mandarin
886,College_886,"Sydney, Australia",262,Private,Artificial Intelligence,310,65,683,1224,111,7.6,3.42,42401,Yes,"December 2, 2024",1 years,62,240,5:1,High,Strong,"Libraries, Sports fields",Yes,No,69,102836,$73M annually,Yes,None,"Sports, Clubs, Hackathons",No,Japan,Alumni_92,Japanese
887,College_887,"Berlin, Germany",230,Public,Mechanical Design,327,84,753,1394,82,6.4,3.23,52645,Yes,"December 9, 2024",4 years,65,139,13:1,High,Strong,"Dorms, Labs",Yes,Yes,100,147223,$11M annually,No,None,"Sports, Music",No,Japan,Alumni_42,French
888,College_888,"California, USA",150,Private,Mechanical Design,298,57,756,1357,89,7.7,3.39,24031,No,"December 9, 2024",2 years,22,351,5:1,High,Weak,"Labs, Libraries, Sports facilities",Yes,Yes,100,120483,$45M annually,No,ABET,"Sports, Clubs, Hackathons",Yes,Australia,Alumni_49,Hindi
889,College_889,"Mumbai, India",186,Public,Robotics,321,80,742,1231,116,6.5,3.58,42197,Yes,"December 25, 2024",1 years,16,195,13:1,High,Weak,"Labs, Libraries, Sports facilities",Yes,Yes,75,116376,$66M annually,No,ABET,"Sports, Music",No,USA,Alumni_6,Japanese
890,College_890,"London, UK",14,Private,Robotics,302,64,780,1401,102,7.5,2.67,48091,No,"December 20, 2024",2 years,12,327,11:1,Medium,Weak,"Recreational Centers, Labs",Yes,No,88,86498,$74M annually,Yes,ABET,"Sports, Clubs, Hackathons",Yes,Australia,Alumni_92,Hindi
891,College_891,"Sydney, Australia",28,Private,Robotics,338,96,711,1538,80,8.1,3.3,29257,Yes,"December 30, 2024",1 years,67,279,7:1,Medium,Medium,"Libraries, Sports fields",Yes,No,51,50535,$50M annually,No,None,"Sports, Music",Yes,India,Alumni_8,Japanese
892,College_892,"London, UK",22,Private,Data Science,303,80,655,1377,96,6.4,2.91,27548,Yes,"December 19, 2024",4 years,70,314,5:1,Medium,Medium,"Recreational Centers, Labs",No,No,75,143351,$89M annually,Yes,None,"Sports, Music",Yes,UK,Alumni_36,English
893,College_893,"Sydney, Australia",43,Private,Data Science,290,53,785,1409,83,7.6,3.95,50502,No,"December 1, 2024",1 years,50,169,8:1,Low,Medium,"Dorms, Labs",Yes,No,68,131221,$60M annually,Yes,None,"Clubs, Music",No,Australia,Alumni_59,French
894,College_894,"Sydney, Australia",11,Private,Mechanical Design,300,77,616,1375,118,8.1,3.49,55719,No,"December 29, 2024",2 years,70,94,17:1,Medium,Weak,"Libraries, Sports fields",Yes,No,64,99826,$21M annually,No,ABET,"Sports, Clubs, Hackathons",No,Germany,Alumni_13,English
895,College_895,"Tokyo, Japan",78,Public,Data Science,331,93,621,1458,97,7.8,3.02,46938,No,"December 18, 2024",2 years,62,407,16:1,High,Medium,"Dorms, Labs",Yes,No,50,127423,$68M annually,No,ABET,"Clubs, Music",Yes,Japan,Alumni_22,Japanese
896,College_896,"California, USA",206,Private,Cyber Security,299,71,752,1286,106,8.7,2.93,27087,No,"December 27, 2024",3 years,11,194,8:1,Low,Strong,"Dorms, Labs",Yes,Yes,99,148503,$29M annually,No,ABET,"Sports, Clubs, Hackathons",Yes,USA,Alumni_11,French
897,College_897,"Tokyo, Japan",169,Public,Robotics,303,66,674,1354,87,8.9,3.52,19131,No,"December 24, 2024",4 years,82,255,19:1,High,Medium,"Labs, Libraries, Sports facilities",No,No,96,92284,$76M annually,No,None,"Sports, Music",No,Australia,Alumni_65,Hindi
898,College_898,"Berlin, Germany",255,Public,Data Science,331,96,661,1566,104,6.6,3.36,14018,Yes,"December 11, 2024",3 years,90,184,12:1,High,Weak,"Dorms, Labs",No,Yes,73,103446,$45M annually,No,None,"Sports, Music",Yes,USA,Alumni_55,English
899,College_899,"London, UK",56,Public,Data Science,331,53,608,1289,95,6.8,3.94,54408,Yes,"December 3, 2024",2 years,12,50,16:1,Low,Strong,"Labs, Libraries, Sports facilities",Yes,No,56,149030,$32M annually,Yes,ABET,"Sports, Clubs, Hackathons",No,USA,Alumni_23,English
900,College_900,"Sydney, Australia",126,Private,Robotics,303,75,724,1569,90,8.9,3.18,49197,No,"December 23, 2024",2 years,26,70,10:1,High,Medium,"Recreational Centers, Labs",Yes,Yes,98,80719,$71M annually,No,ABET,"Clubs, Music",No,USA,Alumni_7,Hindi
901,College_901,"California, USA",224,Private,Data Science,334,71,675,1338,82,8.8,3.19,12691,Yes,"December 12, 2024",2 years,85,355,14:1,Low,Strong,"Labs, Libraries, Sports facilities",No,No,54,112793,$72M annually,No,None,"Sports, Clubs, Hackathons",No,Japan,Alumni_38,English
902,College_902,"London, UK",268,Public,Robotics,294,66,687,1308,84,7.6,3.35,38017,No,"December 14, 2024",3 years,76,461,10:1,Low,Strong,"Dorms, Labs",Yes,No,87,117313,$43M annually,Yes,ABET,"Clubs, Music",Yes,Japan,Alumni_23,Japanese
903,College_903,"Sydney, Australia",243,Private,Artificial Intelligence,325,66,673,1266,118,6.2,3.22,43491,Yes,"December 13, 2024",2 years,65,56,10:1,High,Strong,"Labs, Libraries, Sports facilities",No,Yes,77,66101,$46M annually,No,ABET,"Sports, Music",Yes,UK,Alumni_61,Japanese
904,College_904,"Berlin, Germany",297,Private,Artificial Intelligence,329,52,617,1229,85,8.2,3.07,35053,Yes,"December 21, 2024",3 years,89,460,11:1,Medium,Strong,"Labs, Libraries, Sports facilities",Yes,No,55,64909,$26M annually,No,None,"Sports, Music",Yes,USA,Alumni_43,German
905,College_905,"California, USA",168,Public,Machine Learning,329,63,779,1235,94,8.8,3.02,58602,Yes,"December 23, 2024",2 years,20,281,17:1,Low,Medium,"Dorms, Labs",No,No,89,64100,$13M annually,Yes,None,"Clubs, Music",Yes,Japan,Alumni_69,English
906,College_906,"California, USA",78,Private,Robotics,317,63,772,1214,104,8.4,2.71,54735,No,"December 1, 2024",3 years,12,198,11:1,Low,Medium,"Recreational Centers, Labs",No,Yes,92,111873,$96M annually,Yes,None,"Sports, Clubs, Hackathons",No,Japan,Alumni_46,English
907,College_907,"Berlin, Germany",198,Public,Data Science,310,75,644,1355,100,7.1,3.74,29931,No,"December 9, 2024",3 years,28,121,8:1,Medium,Medium,"Libraries, Sports fields",Yes,No,74,112175,$95M annually,No,ABET,"Sports, Clubs, Hackathons",Yes,Australia,Alumni_12,French
908,College_908,"London, UK",53,Private,Robotics,325,50,715,1593,87,6.9,2.75,22333,No,"December 7, 2024",1 years,22,355,9:1,High,Weak,"Labs, Libraries, Sports facilities",No,Yes,84,149715,$38M annually,Yes,ABET,"Sports, Clubs, Hackathons",No,UK,Alumni_75,Hindi
909,College_909,"Tokyo, Japan",29,Private,Machine Learning,337,100,674,1504,85,8.7,3.31,25242,No,"December 6, 2024",4 years,13,292,13:1,High,Weak,"Dorms, Labs",No,Yes,73,84847,$13M annually,No,ABET,"Sports, Music",Yes,India,Alumni_18,German
910,College_910,"Mumbai, India",277,Public,Mechanical Design,327,64,639,1305,118,8.4,3.32,26567,No,"December 22, 2024",2 years,32,362,7:1,Low,Weak,"Labs, Libraries, Sports facilities",Yes,No,76,99576,$72M annually,Yes,None,"Sports, Music",No,USA,Alumni_41,Hindi
911,College_911,"Mumbai, India",102,Public,Artificial Intelligence,306,50,764,1495,116,7.3,3.54,24903,Yes,"December 31, 2024",2 years,78,351,14:1,Low,Medium,"Labs, Libraries, Sports facilities",No,Yes,60,117305,$83M annually,No,ABET,"Sports, Clubs, Hackathons",Yes,Germany,Alumni_69,French
912,College_912,"London, UK",211,Private,Cyber Security,292,70,676,1410,90,6.5,2.91,51593,No,"December 15, 2024",4 years,38,166,5:1,Medium,Medium,"Dorms, Labs",Yes,No,87,115524,$36M annually,No,None,"Sports, Clubs, Hackathons",No,Australia,Alumni_83,German
913,College_913,"California, USA",264,Public,Cyber Security,304,92,635,1324,118,8.7,2.61,14661,No,"December 14, 2024",4 years,12,334,13:1,Medium,Weak,"Dorms, Labs",Yes,No,88,115019,$91M annually,Yes,None,"Sports, Music",No,Japan,Alumni_78,German
914,College_914,"Sydney, Australia",24,Public,Mechanical Design,305,99,634,1437,90,6.6,3.63,59933,No,"December 12, 2024",4 years,26,384,11:1,Low,Strong,"Recreational Centers, Labs",Yes,Yes,82,130649,$68M annually,No,None,"Sports, Clubs, Hackathons",No,USA,Alumni_99,English
915,College_915,"Sydney, Australia",280,Public,Data Science,319,86,610,1562,88,8.9,3.15,37479,Yes,"December 10, 2024",4 years,54,442,19:1,High,Weak,"Labs, Libraries, Sports facilities",No,No,82,103688,$25M annually,Yes,ABET,"Sports, Clubs, Hackathons",No,India,Alumni_65,Japanese
916,College_916,"California, USA",193,Public,Data Science,336,78,685,1305,118,6.8,2.89,37949,Yes,"December 3, 2024",2 years,12,164,12:1,Low,Medium,"Libraries, Sports fields",Yes,Yes,55,133378,$57M annually,No,None,"Sports, Music",No,Germany,Alumni_66,Japanese
917,College_917,"Sydney, Australia",97,Private,Machine Learning,317,100,656,1557,102,6.5,2.8,20291,No,"December 18, 2024",3 years,35,300,9:1,High,Medium,"Recreational Centers, Labs",Yes,No,69,118306,$23M annually,No,ABET,"Clubs, Music",No,Australia,Alumni_50,German
918,College_918,"Tokyo, Japan",34,Private,Machine Learning,319,57,660,1520,101,8.8,3.68,32840,No,"December 9, 2024",3 years,59,224,5:1,High,Medium,"Libraries, Sports fields",No,No,95,113745,$66M annually,No,ABET,"Sports, Music",Yes,Japan,Alumni_17,German
919,College_919,"Tokyo, Japan",249,Private,Robotics,326,73,741,1264,82,8.2,3.17,10491,Yes,"December 21, 2024",1 years,34,159,12:1,Low,Strong,"Libraries, Sports fields",Yes,No,80,96612,$81M annually,Yes,ABET,"Sports, Music",Yes,Japan,Alumni_65,English
920,College_920,"Tokyo, Japan",298,Public,Robotics,309,64,768,1229,116,6.5,3.21,33299,No,"December 20, 2024",3 years,49,484,5:1,Medium,Strong,"Recreational Centers, Labs",Yes,Yes,85,73938,$63M annually,Yes,None,"Sports, Music",No,India,Alumni_50,French
921,College_921,"London, UK",82,Private,Data Science,314,59,748,1505,112,8.5,3.19,19269,No,"December 14, 2024",2 years,42,272,15:1,Medium,Medium,"Libraries, Sports fields",Yes,Yes,61,72526,$57M annually,Yes,ABET,"Clubs, Music",No,Australia,Alumni_20,English
922,College_922,"Berlin, Germany",274,Private,Data Science,339,91,717,1448,99,6.8,2.94,15068,Yes,"December 5, 2024",1 years,79,347,6:1,Low,Strong,"Labs, Libraries, Sports facilities",Yes,Yes,78,125525,$44M annually,No,None,"Sports, Music",No,Japan,Alumni_98,Mandarin
923,College_923,"Mumbai, India",193,Private,Artificial Intelligence,294,92,650,1436,105,7.6,3.21,58249,No,"December 26, 2024",4 years,65,113,12:1,Low,Weak,"Dorms, Labs",Yes,Yes,86,88733,$80M annually,Yes,ABET,"Sports, Music",Yes,Japan,Alumni_30,Mandarin
924,College_924,"California, USA",90,Public,Data Science,331,69,720,1293,105,8.6,2.89,56093,No,"December 20, 2024",1 years,80,340,13:1,Medium,Strong,"Libraries, Sports fields",No,Yes,90,85996,$90M annually,Yes,ABET,"Sports, Music",Yes,UK,Alumni_37,Hindi
925,College_925,"Sydney, Australia",175,Public,Data Science,324,52,693,1239,89,8.2,3.84,54949,No,"December 17, 2024",2 years,22,322,15:1,Low,Weak,"Labs, Libraries, Sports facilities",Yes,Yes,77,136442,$60M annually,No,ABET,"Sports, Clubs, Hackathons",No,Germany,Alumni_47,Mandarin
926,College_926,"Mumbai, India",195,Private,Mechanical Design,330,84,644,1430,89,6.9,3.53,24846,No,"December 12, 2024",2 years,38,241,11:1,High,Medium,"Labs, Libraries, Sports facilities",No,No,88,66824,$11M annually,Yes,ABET,"Sports, Clubs, Hackathons",Yes,Japan,Alumni_15,English
927,College_927,"Sydney, Australia",219,Public,Mechanical Design,338,100,785,1456,106,8.6,3.88,55496,No,"December 13, 2024",4 years,48,89,17:1,Medium,Medium,"Recreational Centers, Labs",Yes,No,89,55516,$74M annually,No,ABET,"Sports, Music",No,Germany,Alumni_7,German
928,College_928,"Sydney, Australia",8,Private,Artificial Intelligence,310,51,735,1301,95,6.0,3.16,43484,Yes,"December 11, 2024",1 years,34,420,14:1,High,Medium,"Dorms, Labs",No,Yes,50,78675,$72M annually,No,None,"Clubs, Music",Yes,UK,Alumni_9,Japanese
929,College_929,"Berlin, Germany",254,Private,Robotics,293,57,792,1259,108,8.0,2.63,56550,Yes,"December 7, 2024",3 years,79,185,9:1,High,Medium,"Labs, Libraries, Sports facilities",No,Yes,67,112944,$28M annually,No,ABET,"Clubs, Music",Yes,UK,Alumni_93,Hindi
930,College_930,"Tokyo, Japan",298,Public,Data Science,311,74,729,1277,95,8.4,3.19,39860,No,"December 22, 2024",4 years,18,368,6:1,Low,Weak,"Recreational Centers, Labs",Yes,No,74,57822,$50M annually,No,None,"Sports, Clubs, Hackathons",Yes,India,Alumni_49,Mandarin
931,College_931,"Berlin, Germany",28,Public,Cyber Security,296,54,681,1401,99,8.3,3.46,53901,Yes,"December 29, 2024",4 years,18,396,17:1,Low,Strong,"Recreational Centers, Labs",No,Yes,100,57110,$69M annually,Yes,ABET,"Clubs, Music",No,USA,Alumni_9,French
932,College_932,"Mumbai, India",172,Private,Cyber Security,304,92,762,1449,91,6.2,3.36,51243,Yes,"December 18, 2024",1 years,32,276,9:1,Medium,Strong,"Recreational Centers, Labs",Yes,No,90,119251,$20M annually,Yes,None,"Sports, Music",No,UK,Alumni_61,French
933,College_933,"Mumbai, India",133,Public,Robotics,314,57,657,1481,85,8.5,3.35,57925,No,"December 31, 2024",2 years,85,390,20:1,Medium,Strong,"Labs, Libraries, Sports facilities",No,No,84,76001,$25M annually,No,ABET,"Sports, Clubs, Hackathons",No,Germany,Alumni_32,Japanese
934,College_934,"Mumbai, India",162,Private,Robotics,336,88,741,1427,92,6.9,2.85,38212,No,"December 15, 2024",4 years,26,87,6:1,Medium,Medium,"Libraries, Sports fields",Yes,No,65,128121,$82M annually,No,None,"Sports, Clubs, Hackathons",No,Germany,Alumni_27,Mandarin
